season,week,celeb,fan_share,judge_score,judge_z
4,1,John Ratzenberger,0.08870952995274406,17.0,-0.5361160154175438
4,1,Ian Ziering,0.09121002364152128,21.0,0.7054158097599266
4,1,Clyde Drexler,0.09049155736425926,16.0,-0.8464989717119115
4,1,Laila Ali,0.09731968109603507,23.0,1.3261817223486618
4,1,Apolo Anton Ohno,0.0994913990573088,21.0,0.7054158097599266
4,1,Shandi Finnessey,0.0847322083461619,19.0,0.08464989717119137
4,1,Paulina Porizkova,0.08438065267924072,19.0,0.08464989717119137
4,1,Heather Mills,0.08468589275342374,18.0,-0.22573305912317626
4,1,Billy Ray Cyrus,0.09668903787901831,13.0,-1.7776478405950142
4,1,Joey Fatone,0.09789621319531411,24.0,1.6365646786430295
4,1,Leeza Gibbons,0.08439380403497276,15.0,-1.1568819280062792
4,2,John Ratzenberger,0.08870952995274406,21.0,-0.49684140849741887
4,2,Ian Ziering,0.09121002364152128,22.0,-0.10646601610658996
4,2,Clyde Drexler,0.09049155736425926,18.0,-1.6679675856699057
4,2,Laila Ali,0.09731968109603507,27.0,1.8454109458475547
4,2,Apolo Anton Ohno,0.0994913990573088,26.0,1.4550355534567256
4,2,Shandi Finnessey,0.0847322083461619,20.0,-0.8872168008882478
4,2,Paulina Porizkova,0.08438065267924072,21.0,-0.49684140849741887
4,2,Heather Mills,0.08468589275342374,24.0,0.6742847686750679
4,2,Billy Ray Cyrus,0.09668903787901831,21.0,-0.49684140849741887
4,2,Joey Fatone,0.09789621319531411,24.0,0.6742847686750679
4,2,Leeza Gibbons,0.08439380403497276,21.0,-0.49684140849741887
4,3,John Ratzenberger,0.09703661939118383,20.0,-0.7373087281651233
4,3,Ian Ziering,0.09985585984935487,24.0,0.9011551122018167
4,3,Clyde Drexler,0.09869781662481363,16.0,-2.375772568532063
4,3,Laila Ali,0.10611593781596054,21.0,-0.32769276807338826
4,3,Apolo Anton Ohno,0.10830919586897561,23.0,0.4915391521100817
4,3,Shandi Finnessey,0.09263462612083397,21.0,-0.32769276807338826
4,3,Heather Mills,0.09273938953666624,24.0,0.9011551122018167
4,3,Billy Ray Cyrus,0.10553357657071878,21.0,-0.32769276807338826
4,3,Joey Fatone,0.10676323831483554,24.0,0.9011551122018167
4,3,Leeza Gibbons,0.09231373990665699,24.0,0.9011551122018167
4,4,John Ratzenberger,0.10710432990915601,16.0,-1.1661462908297389
4,4,Ian Ziering,0.11021356438473401,24.0,0.6591261643820265
4,4,Clyde Drexler,0.10879803075715701,15.0,-1.3943053477312097
4,4,Laila Ali,0.1167425169648212,21.0,-0.02535100632238554
4,4,Apolo Anton Ohno,0.11907575735723971,26.0,1.1154442781849678
4,4,Heather Mills,0.10239011222068642,23.0,0.43096710748055583
4,4,Billy Ray Cyrus,0.11634860517927445,21.0,-0.02535100632238554
4,4,Joey Fatone,0.11738655483079216,28.0,1.5717623919879091
4,4,Leeza Gibbons,0.10194052839613911,16.0,-1.1661462908297389
4,5,John Ratzenberger,0.11943447989849745,18.0,-0.7364596941830654
4,5,Ian Ziering,0.12257628461746903,24.0,0.3682298470915327
4,5,Clyde Drexler,0.12107301267590494,13.0,-1.6570343119118973
4,5,Laila Ali,0.12980692033940827,28.0,1.1046895412745983
4,5,Apolo Anton Ohno,0.13245410087031467,30.0,1.472919388366131
4,5,Heather Mills,0.1141589013541345,21.0,-0.18411492354576636
4,5,Billy Ray Cyrus,0.1295399478513317,17.0,-0.9205746177288319
4,5,Joey Fatone,0.13095635239293937,25.0,0.5523447706372991
4,6,John Ratzenberger,0.1361465579428566,19.0,-1.6102183170996744
4,6,Ian Ziering,0.13942436416536233,24.0,-0.08703882795133347
4,6,Laila Ali,0.1474765013832899,28.0,1.1315047633673394
4,6,Apolo Anton Ohno,0.1505501009417524,28.0,1.1315047633673394
4,6,Heather Mills,0.1299711223806133,23.0,-0.39167472578100165
4,6,Billy Ray Cyrus,0.14763123616217103,21.0,-1.0009465214403381
4,6,Joey Fatone,0.14880011702395435,27.0,0.8268688655376711
4,7,John Ratzenberger,0.1568789763121617,22.5,-0.8516583164813679
4,7,Ian Ziering,0.16054134259728525,27.0,0.3275608909543723
4,7,Laila Ali,0.1694810749787512,29.5,0.9826826728631168
4,7,Apolo Anton Ohno,0.17286381061224923,27.0,0.3275608909543723
4,7,Billy Ray Cyrus,0.1692031094218098,19.0,-1.7688288111536103
4,7,Joey Fatone,0.1710316860777427,29.5,0.9826826728631168
4,8,Ian Ziering,0.19089641577097557,23.5,-0.4518259956523327
4,8,Laila Ali,0.20135037275008286,26.5,0.3953477461957904
4,8,Apolo Anton Ohno,0.20414441626488106,29.0,1.1013258644025596
4,8,Billy Ray Cyrus,0.20102700136757348,19.0,-1.7225866084245174
4,8,Joey Fatone,0.20258179384648706,27.5,0.6777389934784981
4,9,Ian Ziering,0.2400575890841972,29.0,-1.5075567192524544
4,9,Laila Ali,0.2511551084212469,30.0,0.9045340315514726
4,9,Apolo Anton Ohno,0.25520024677445496,29.5,-0.3015113438504909
4,9,Joey Fatone,0.253587055720101,30.0,0.9045340315514726
4,10,Laila Ali,0.3303422644943966,28.333200000000005,-1.0690106024278407
4,10,Apolo Anton Ohno,0.336380565581019,29.3332,1.336323386384517
4,10,Joey Fatone,0.3332771699245844,28.6665,-0.26731278395669317
