season,week,rule_name,alpha_week,protect_top_quartile,actual_elim,pred_newrule_elim,newrule_matches_actual,pred_elim_in_judge_top_quartile
4,3,A(0.60→0.40)+Prot,0.5454545454545454,1,Shandi Finnessey,Clyde Drexler,0,0
4,4,A(0.60→0.40)+Prot,0.5272727272727272,1,Leeza Gibbons,Leeza Gibbons,1,0
4,5,A(0.60→0.40)+Prot,0.509090909090909,1,Clyde Drexler,Clyde Drexler,1,0
4,6,A(0.60→0.40)+Prot,0.49090909090909096,1,Heather Mills,John Ratzenberger,0,0
4,7,A(0.60→0.40)+Prot,0.4727272727272728,1,John Ratzenberger,Billy Ray Cyrus,0,0
4,8,A(0.60→0.40)+Prot,0.4545454545454546,1,Billy Ray Cyrus,Billy Ray Cyrus,1,0
4,9,A(0.60→0.40)+Prot,0.4363636363636364,1,Ian Ziering,Ian Ziering,1,0
4,10,A(0.60→0.40)+Prot,0.4181818181818182,1,,Laila Ali,,0
4,1,A(0.65→0.35)+NoProt,0.6227272727272728,0,,Billy Ray Cyrus,,0
4,2,A(0.65→0.35)+NoProt,0.5954545454545453,0,Paulina Porizkova,Clyde Drexler,0,0
4,3,A(0.65→0.35)+NoProt,0.5681818181818182,0,Shandi Finnessey,Clyde Drexler,0,0
4,4,A(0.65→0.35)+NoProt,0.5409090909090909,0,Leeza Gibbons,Leeza Gibbons,1,0
4,5,A(0.65→0.35)+NoProt,0.5136363636363637,0,Clyde Drexler,Clyde Drexler,1,0
4,6,A(0.65→0.35)+NoProt,0.48636363636363633,0,Heather Mills,John Ratzenberger,0,0
4,7,A(0.65→0.35)+NoProt,0.4590909090909091,0,John Ratzenberger,Billy Ray Cyrus,0,0
4,8,A(0.65→0.35)+NoProt,0.43181818181818177,0,Billy Ray Cyrus,Billy Ray Cyrus,1,0
4,9,A(0.65→0.35)+NoProt,0.40454545454545454,0,Ian Ziering,Ian Ziering,1,0
4,10,A(0.65→0.35)+NoProt,0.3772727272727273,0,,Laila Ali,,0
4,1,F(0.55)+Prot,0.55,1,,Leeza Gibbons,,0
4,2,F(0.55)+Prot,0.55,1,Paulina Porizkova,Clyde Drexler,0,0
4,3,F(0.55)+Prot,0.55,1,Shandi Finnessey,Clyde Drexler,0,0
4,4,F(0.55)+Prot,0.55,1,Leeza Gibbons,Leeza Gibbons,1,0
4,5,F(0.55)+Prot,0.55,1,Clyde Drexler,Clyde Drexler,1,0
4,6,F(0.55)+Prot,0.55,1,Heather Mills,John Ratzenberger,0,0
4,7,F(0.55)+Prot,0.55,1,John Ratzenberger,Billy Ray Cyrus,0,0
4,8,F(0.55)+Prot,0.55,1,Billy Ray Cyrus,Billy Ray Cyrus,1,0
4,9,F(0.55)+Prot,0.55,1,Ian Ziering,Ian Ziering,1,0
4,10,F(0.55)+Prot,0.55,1,,Laila Ali,,0
4,1,F(0.50)+Prot,0.5,1,,Leeza Gibbons,,0
4,2,F(0.50)+Prot,0.5,1,Paulina Porizkova,Clyde Drexler,0,0
4,3,F(0.50)+Prot,0.5,1,Shandi Finnessey,Clyde Drexler,0,0
4,4,F(0.50)+Prot,0.5,1,Leeza Gibbons,Leeza Gibbons,1,0
4,5,F(0.50)+Prot,0.5,1,Clyde Drexler,Clyde Drexler,1,0
4,6,F(0.50)+Prot,0.5,1,Heather Mills,John Ratzenberger,0,0
4,7,F(0.50)+Prot,0.5,1,John Ratzenberger,Billy Ray Cyrus,0,0
4,8,F(0.50)+Prot,0.5,1,Billy Ray Cyrus,Billy Ray Cyrus,1,0
4,9,F(0.50)+Prot,0.5,1,Ian Ziering,Ian Ziering,1,0
4,10,F(0.50)+Prot,0.5,1,,Laila Ali,,0
4,1,F(0.60)+Prot,0.6,1,,Billy Ray Cyrus,,0
4,2,F(0.60)+Prot,0.6,1,Paulina Porizkova,Clyde Drexler,0,0
4,3,F(0.60)+Prot,0.6,1,Shandi Finnessey,Clyde Drexler,0,0
4,4,F(0.60)+Prot,0.6,1,Leeza Gibbons,Clyde Drexler,0,0
4,5,F(0.60)+Prot,0.6,1,Clyde Drexler,Clyde Drexler,1,0
4,6,F(0.60)+Prot,0.6,1,Heather Mills,John Ratzenberger,0,0
4,7,F(0.60)+Prot,0.6,1,John Ratzenberger,Billy Ray Cyrus,0,0
4,8,F(0.60)+Prot,0.6,1,Billy Ray Cyrus,Billy Ray Cyrus,1,0
4,9,F(0.60)+Prot,0.6,1,Ian Ziering,Ian Ziering,1,0
4,10,F(0.60)+Prot,0.6,1,,Laila Ali,,0
4,1,F(0.55)+NoProt,0.55,0,,Leeza Gibbons,,0
4,2,F(0.55)+NoProt,0.55,0,Paulina Porizkova,Clyde Drexler,0,0
4,3,F(0.55)+NoProt,0.55,0,Shandi Finnessey,Clyde Drexler,0,0
4,4,F(0.55)+NoProt,0.55,0,Leeza Gibbons,Leeza Gibbons,1,0
4,5,F(0.55)+NoProt,0.55,0,Clyde Drexler,Clyde Drexler,1,0
4,6,F(0.55)+NoProt,0.55,0,Heather Mills,John Ratzenberger,0,0
4,7,F(0.55)+NoProt,0.55,0,John Ratzenberger,Billy Ray Cyrus,0,0
4,8,F(0.55)+NoProt,0.55,0,Billy Ray Cyrus,Billy Ray Cyrus,1,0
4,9,F(0.55)+NoProt,0.55,0,Ian Ziering,Ian Ziering,1,0
4,10,F(0.55)+NoProt,0.55,0,,Laila Ali,,0
