season,week,celeb,fan_share,judge_score,judge_z
3,1,Harry Hamlin,0.085023871472808,17.0,-0.5711395778376643
3,1,Vivica A. Fox,0.08313701898863213,22.0,0.6853674934051968
3,1,Monique Coleman,0.08568865723452845,19.0,-0.06853674934051986
3,1,Joey Lawrence,0.08807838008861078,21.0,0.4340660791566246
3,1,Mario Lopez,0.10555709587376555,26.0,1.6905731503994856
3,1,Emmitt Smith,0.11075770291171574,24.0,1.1879703219023412
3,1,Shanna Moakler,0.08525268658886292,18.0,-0.31983816358909206
3,1,Willa Ford,0.0838368412066816,22.0,0.6853674934051968
3,1,Sara Evans,0.0911787272196687,15.0,-1.0737424063348087
3,1,Jerry Springer,0.09572670493381082,16.0,-0.8224409920862366
3,1,Tucker Carlson,0.08576231348091534,12.0,-1.8276466490805254
3,2,Harry Hamlin,0.09327415732095948,21.0,-0.7254762498468538
3,2,Vivica A. Fox,0.0910077740375895,24.0,0.3627381249234269
3,2,Monique Coleman,0.09377327876159347,26.0,1.0882143747702806
3,2,Joey Lawrence,0.09629419831435428,29.0,2.176428749540561
3,2,Mario Lopez,0.11520084545235812,21.0,-0.7254762498468538
3,2,Emmitt Smith,0.1208618437874848,24.0,0.3627381249234269
3,2,Shanna Moakler,0.09328158621222103,22.0,-0.3627381249234269
3,2,Willa Ford,0.09176372956532972,23.0,0.0
3,2,Sara Evans,0.09973998525024742,21.0,-0.7254762498468538
3,2,Jerry Springer,0.10480260129786213,19.0,-1.4509524996937075
3,3,Harry Hamlin,0.10308651959018202,22.0,-0.3872983344707417
3,3,Vivica A. Fox,0.10056225077328855,27.0,1.5491933378829668
3,3,Monique Coleman,0.10359962594951477,27.0,1.5491933378829668
3,3,Joey Lawrence,0.10642879249944369,22.0,-0.3872983344707417
3,3,Mario Lopez,0.1265622288545488,22.0,-0.3872983344707417
3,3,Emmitt Smith,0.1327742256353805,19.0,-1.5491933378829668
3,3,Willa Ford,0.10140736591506781,22.0,-0.3872983344707417
3,3,Sara Evans,0.11013139554458143,25.0,0.7745966689414834
3,3,Jerry Springer,0.11544759523799233,21.0,-0.7745966689414834
3,4,Vivica A. Fox,0.11244403521171586,24.0,-0.2621112169067083
3,4,Monique Coleman,0.11577911225394803,24.0,-0.2621112169067083
3,4,Joey Lawrence,0.1189585204683541,27.0,0.786333650720125
3,4,Mario Lopez,0.14032082864856588,29.0,1.4852968958046804
3,4,Emmitt Smith,0.14760006848661178,24.0,-0.2621112169067083
3,4,Willa Ford,0.11341235592253031,28.0,1.1358152732624027
3,4,Sara Evans,0.12297433008268623,20.0,-1.6600377070758192
3,4,Jerry Springer,0.12851074892558775,22.0,-0.9610744619912638
3,5,Monique Coleman,0.13066203148603026,27.0,0.8432740420893451
3,5,Joey Lawrence,0.13425989592998439,25.0,-0.6324555315670095
3,5,Mario Lopez,0.15755090290569598,27.0,0.8432740420893451
3,5,Emmitt Smith,0.1655804703771405,27.0,0.8432740420893451
3,5,Willa Ford,0.12836954485115254,27.0,0.8432740420893451
3,5,Sara Evans,0.1387852975626016,24.0,-1.3703203183951869
3,5,Jerry Springer,0.14479185688739477,24.0,-1.3703203183951869
3,6,Monique Coleman,0.17994422977911326,23.0,-0.1839418017890992
3,6,Joey Lawrence,0.18423195889151878,24.0,0.12262786785939873
3,6,Mario Lopez,0.21406694190586728,28.0,1.3489065464533905
3,6,Emmitt Smith,0.22443138041047572,25.0,0.42919753750789663
3,6,Jerry Springer,0.19732548901302507,18.0,-1.7167901500315887
3,7,Monique Coleman,0.17994422977911326,27.0,0.0
3,7,Joey Lawrence,0.18423195889151878,28.5,0.723364232906781
3,7,Mario Lopez,0.21406694190586728,28.0,0.482242821937854
3,7,Emmitt Smith,0.22443138041047572,28.5,0.723364232906781
3,7,Jerry Springer,0.19732548901302507,23.0,-1.928971287751416
3,8,Monique Coleman,0.22562835372256532,26.5,-0.9999999986666667
3,8,Joey Lawrence,0.22943850751919848,27.0,-0.3333333328888889
3,8,Mario Lopez,0.26584260833527956,28.5,1.6666666644444446
3,8,Emmitt Smith,0.2790905304229567,27.0,-0.3333333328888889
3,9,Joey Lawrence,0.2978151500398902,29.5,0.0
3,9,Mario Lopez,0.3434306985399187,29.5,0.0
3,9,Emmitt Smith,0.35875415142019107,29.5,0.0
3,10,Mario Lopez,0.4913156519238019,29.666600000000003,0.0
3,10,Emmitt Smith,0.5086843480761981,29.666600000000003,0.0
