season,week,celebrity,vote_share_mean,vote_share_median,vote_share_std,vote_share_q05,vote_share_q95
4,1,Apolo Anton Ohno,0.09824277645426319,0.08857539067411183,0.07428479176779922,0.017885785433189735,0.21972239949940597
4,1,Joey Fatone,0.09796080151900499,0.08792893906584873,0.08045107436154676,0.017795002753023034,0.21158918770353327
4,1,Laila Ali,0.09754906107930679,0.08805598446893377,0.0763798696307933,0.016694216217312867,0.21509483003442403
4,1,Billy Ray Cyrus,0.09606704605474975,0.08868782333098454,0.06815503652958392,0.01817850059536758,0.2073625313927
4,1,Clyde Drexler,0.09335655615234964,0.08721533283924918,0.0683168179484801,0.015402379555365067,0.20845599214329588
4,1,Ian Ziering,0.09040373534606123,0.08579619384210607,0.06215041902834278,0.015348960425638464,0.1907600020316209
4,1,John Ratzenberger,0.08964673638290327,0.08584933653425762,0.06477080838592994,0.014540125458315257,0.18899606651922196
4,1,Leeza Gibbons,0.08488557322125115,0.08366332750903116,0.057142140984688825,0.01367115331229495,0.17226142798127358
4,1,Paulina Porizkova,0.084725777080333,0.08305084455006341,0.05937537403045568,0.012654203845788149,0.17066704409973663
4,1,Heather Mills,0.08377178996380835,0.08286000205182054,0.05678483571494766,0.012898604542779732,0.1683281684158249
4,1,Shandi Finnessey,0.08339014674596865,0.08277550559489663,0.056047864682250814,0.013311360040903369,0.16370666983328108
4,2,Apolo Anton Ohno,0.09824277645426319,0.08857539067411183,0.07428479176779922,0.017885785433189735,0.21972239949940597
4,2,Joey Fatone,0.09796080151900499,0.08792893906584873,0.08045107436154676,0.017795002753023034,0.21158918770353327
4,2,Laila Ali,0.09754906107930679,0.08805598446893377,0.0763798696307933,0.016694216217312867,0.21509483003442403
4,2,Billy Ray Cyrus,0.09606704605474975,0.08868782333098454,0.06815503652958392,0.01817850059536758,0.2073625313927
4,2,Clyde Drexler,0.09335655615234964,0.08721533283924918,0.0683168179484801,0.015402379555365067,0.20845599214329588
4,2,Ian Ziering,0.09040373534606123,0.08579619384210607,0.06215041902834278,0.015348960425638464,0.1907600020316209
4,2,John Ratzenberger,0.08964673638290327,0.08584933653425762,0.06477080838592994,0.014540125458315257,0.18899606651922196
4,2,Leeza Gibbons,0.08488557322125115,0.08366332750903116,0.057142140984688825,0.01367115331229495,0.17226142798127358
4,2,Paulina Porizkova,0.084725777080333,0.08305084455006341,0.05937537403045568,0.012654203845788149,0.17066704409973663
4,2,Heather Mills,0.08377178996380835,0.08286000205182054,0.05678483571494766,0.012898604542779732,0.1683281684158249
4,2,Shandi Finnessey,0.08339014674596865,0.08277550559489663,0.056047864682250814,0.013311360040903369,0.16370666983328108
4,3,Apolo Anton Ohno,0.10728326029755975,0.09745035934484995,0.07906556786323439,0.019300185965493585,0.2386374891580113
4,3,Joey Fatone,0.10667126365959409,0.09678575490906452,0.08463153234680175,0.019903193882211904,0.2303090342651432
4,3,Laila Ali,0.10659913236932325,0.09650952509586522,0.08172516323520909,0.018159656198892492,0.23430163507679863
4,3,Billy Ray Cyrus,0.10482688469975944,0.09754404980772051,0.07223890776202066,0.02031991020585736,0.2240622584201612
4,3,Clyde Drexler,0.10186015833653612,0.0959120526027033,0.07254926458462845,0.01712785327441317,0.22331657622726778
4,3,Ian Ziering,0.0988269108789058,0.09425957468623238,0.06615627076830159,0.0164180544033555,0.20613909743552192
4,3,John Ratzenberger,0.09798734308035809,0.09408734983135017,0.06890798677292334,0.01583488775203969,0.20437021613794526
4,3,Leeza Gibbons,0.09291469250774394,0.09162827702199619,0.060993250223475244,0.014992528244876858,0.1868295470149713
4,3,Heather Mills,0.09168472048067487,0.09110620173260656,0.061165324546280174,0.013889611107208771,0.18312026955500196
4,3,Shandi Finnessey,0.09134563368953477,0.0910172456445954,0.06010830171575361,0.0143525832018964,0.17926398051220122
4,3,Paulina Porizkova,9.917750124067611e-15,8.475480765138337e-15,4.7337784405826317e-14,1.1993089883734774e-15,1.9256896060305187e-14
4,4,Apolo Anton Ohno,0.11793021579892639,0.10801034450826169,0.08408477542747819,0.020789664943208937,0.2596935732665612
4,4,Joey Fatone,0.1171991770375099,0.10741426603843424,0.08927534208894136,0.02241937554629278,0.2505323028968946
4,4,Laila Ali,0.11701484899576516,0.10745378114176979,0.08581534747773066,0.020115458431999817,0.255885780758493
4,4,Billy Ray Cyrus,0.115523259836868,0.1080040862089113,0.07762194402950659,0.02242516217848543,0.24263033205958345
4,4,Clyde Drexler,0.11218674526201464,0.10629906821532388,0.07750490130871936,0.0179881164640158,0.2446729353781193
4,4,Ian Ziering,0.1089922409455995,0.10447219594310653,0.07099950227999632,0.017780873756469667,0.227538887008786
4,4,John Ratzenberger,0.10774522433005113,0.1045199336323955,0.07315448439192346,0.01747738470737292,0.22385028843149002
4,4,Leeza Gibbons,0.10234911851220813,0.10156565151486735,0.06540194698537657,0.01648857592918334,0.2054631085438474
4,4,Heather Mills,0.10105916928103566,0.10058608520617256,0.06569702011701876,0.015427890361340258,0.2019201971426723
4,4,Paulina Porizkova,1.1060052750942743e-14,9.419026742954072e-15,5.657842658764817e-14,1.2981730020411078e-15,2.1203164939279696e-14
4,4,Shandi Finnessey,1.0475305695965298e-14,9.369870488237383e-15,3.703508391278726e-14,1.362617709153059e-15,2.0438787109061367e-14
4,5,Apolo Anton Ohno,0.13128467131860605,0.12163247514176238,0.09047303048706747,0.02432942351469531,0.2894225068002393
4,5,Laila Ali,0.13022840117612272,0.12058147784527873,0.092322063372471,0.022034344286149032,0.2807395047332645
4,5,Joey Fatone,0.13018900057199947,0.12073504635270599,0.09456321901989445,0.024539939535007937,0.2844110025171969
4,5,Billy Ray Cyrus,0.1286809693269337,0.1213076683280834,0.08387065781311574,0.024859978514809436,0.2712085349841099
4,5,Clyde Drexler,0.12491815841395701,0.11957681210004212,0.08351719679818648,0.02000631238315464,0.27435086144810666
4,5,Ian Ziering,0.12147131359245823,0.11710728943248057,0.07709842166440244,0.02018553506626545,0.25226515672349137
4,5,John Ratzenberger,0.12028512875249757,0.11723610115144834,0.0795655540294563,0.01926949977917225,0.24841740009242827
4,5,Heather Mills,0.11294235684738892,0.11307282396269192,0.07205006782955435,0.017029450025427127,0.22273201256254715
4,5,Paulina Porizkova,1.2345398932100755e-14,1.0527100846461434e-14,5.827912531837267e-14,1.3947884606305042e-15,2.3835256589198678e-14
4,5,Leeza Gibbons,1.2278097387639639e-14,1.0578547837914268e-14,5.934179153114525e-14,1.568806258155045e-15,2.4198327309262466e-14
4,5,Shandi Finnessey,1.1687650469597767e-14,1.0510781921673195e-14,3.816434523912966e-14,1.4904558318150718e-15,2.2989927984115388e-14
4,6,Apolo Anton Ohno,0.1501729015992956,0.1389868537833583,0.10018596633104539,0.028350573854724705,0.33523730575496824
4,6,Laila Ali,0.1485296247253613,0.13851575082795137,0.10074105805341707,0.02651089854177865,0.3201954117216254
